variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	intercept	notes
EW033_RS12295	2.86E-01	5.95E-01	6.14E-01	1.74E-01	3.44E-01	-3.82E-01		
EW033_RS12300	4.29E-01	8.57E-02	8.29E-02	5.41E-01	3.06E-01	-5.64E-01		
EW033_RS12305	3.93E-01	8.41E-02	8.17E-02	5.50E-01	3.10E-01	-5.48E-01		
EW033_RS12310	3.57E-02	2.16E-01	3.49E-01	7.86E-01	8.32E-01	-3.60E-01		
EW033_RS12315	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS12320	7.68E-01	8.92E-02	1.23E-01	5.65E-01	3.61E-01	-7.66E-01		
EW033_RS12325	3.57E-02	2.16E-01	3.49E-01	7.86E-01	8.32E-01	-3.60E-01		
EW033_RS12330	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS12335	3.75E-01	1.09E-02	1.19E-02	7.90E-01	3.03E-01	-6.28E-01		
EW033_RS12340	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS12345	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS12350	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS12355	4.29E-01	8.57E-02	8.29E-02	5.41E-01	3.06E-01	-5.64E-01		
EW033_RS12390	3.21E-01	2.52E-01	2.51E-01	3.82E-01	3.29E-01	-4.55E-01		
EW033_RS12395	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS12400	4.29E-01	8.57E-02	8.29E-02	5.41E-01	3.06E-01	-5.64E-01		
EW033_RS12405	2.86E-01	5.95E-01	6.14E-01	1.74E-01	3.44E-01	-3.82E-01		
EW033_RS12425	1.07E-01	3.50E-01	2.54E-01	5.74E-01	4.97E-01	-3.93E-01		
EW033_RS12430	1.07E-01	9.99E-01	9.99E-01	8.00E-04	5.04E-01	-3.32E-01		
EW033_RS12435	4.29E-01	8.57E-02	8.29E-02	5.41E-01	3.06E-01	-5.64E-01		
EW033_RS12440	4.29E-01	8.57E-02	8.29E-02	5.41E-01	3.06E-01	-5.64E-01		
EW033_RS12445	4.29E-01	4.67E-02	5.09E-02	6.06E-01	3.04E-01	-5.92E-01		
EW033_RS12455	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS12460	4.29E-01	4.83E-02	4.91E-02	6.11E-01	3.04E-01	-5.94E-01		
EW033_RS12465	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS12470	4.29E-01	4.67E-02	5.09E-02	6.06E-01	3.04E-01	-5.92E-01		
EW033_RS12475	1.61E-01	8.36E-01	8.48E-01	8.14E-02	4.24E-01	-3.45E-01		
EW033_RS12480	4.29E-01	4.83E-02	4.91E-02	6.11E-01	3.04E-01	-5.94E-01		
EW033_RS12485	1.43E-01	4.78E-01	5.31E-01	2.80E-01	4.43E-01	-3.72E-01		
EW033_RS12490	4.29E-01	9.36E-01	9.36E-01	-2.55E-02	3.15E-01	-3.21E-01		
EW033_RS12495	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS12500	2.50E-01	8.96E-01	9.00E-01	4.53E-02	3.60E-01	-3.43E-01		
EW033_RS12505	2.50E-01	1.00E-01	8.77E-02	6.09E-01	3.50E-01	-4.84E-01		
EW033_RS12515	1.43E-01	8.78E-01	8.78E-01	6.88E-02	4.45E-01	-3.42E-01		
EW033_RS12520	2.86E-01	2.52E-01	2.88E-01	3.66E-01	3.41E-01	-4.37E-01		
EW033_RS12525	5.00E-01	5.51E-01	5.51E-01	-1.86E-01	3.10E-01	-2.39E-01		
EW033_RS12530	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS12545	4.64E-01	9.42E-03	9.48E-03	7.89E-01	2.93E-01	-6.98E-01		
EW033_RS12555	1.79E-01	5.31E-01	5.53E-01	2.42E-01	4.05E-01	-3.75E-01		
EW033_RS12560	7.50E-01	5.22E-02	8.10E-02	6.22E-01	3.50E-01	-7.98E-01		
EW033_RS12565	4.64E-01	4.80E-02	4.69E-02	6.12E-01	3.01E-01	-6.16E-01		
EW033_RS12570	3.21E-01	1.37E-01	1.70E-01	4.56E-01	3.28E-01	-4.78E-01		
EW033_RS12575	4.64E-01	9.42E-03	9.48E-03	7.89E-01	2.93E-01	-6.98E-01		
EW033_RS12580	1.07E-01	4.64E-01	5.10E-01	3.33E-01	5.01E-01	-3.68E-01		
EW033_RS12585	2.14E-01	6.43E-01	6.58E-01	1.69E-01	3.79E-01	-3.68E-01		
EW033_RS12590	3.57E-02	4.66E-01	1.76E-01	1.13E+00	8.25E-01	-3.72E-01		
EW033_RS12595	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS12600	3.57E-02	4.66E-01	1.76E-01	1.13E+00	8.25E-01	-3.72E-01		
EW033_RS12605	3.57E-01	1.54E-01	1.76E-01	4.38E-01	3.19E-01	-4.88E-01		
EW033_RS12615	3.21E-01	2.94E-01	2.73E-01	-3.65E-01	3.30E-01	-2.14E-01		
EW033_RS12620	3.57E-02	2.16E-01	3.49E-01	7.86E-01	8.32E-01	-3.60E-01		
EW033_RS12625	1.07E-01	4.21E-01	3.88E-01	4.36E-01	5.00E-01	-3.79E-01		
EW033_RS12630	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS12635	1.07E-01	4.83E-01	5.05E-01	-3.36E-01	5.01E-01	-2.96E-01		
EW033_RS12645	1.07E-01	5.58E-01	5.58E-01	2.96E-01	5.02E-01	-3.64E-01		
EW033_RS12650	2.50E-01	5.80E-01	6.12E-01	1.83E-01	3.59E-01	-3.78E-01		
EW033_RS12655	7.50E-01	5.22E-02	8.10E-02	6.22E-01	3.50E-01	-7.98E-01		
EW033_RS12665	7.86E-01	1.16E-01	1.48E-01	5.47E-01	3.72E-01	-7.61E-01		
EW033_RS12670	3.21E-01	2.39E-01	2.58E-01	3.77E-01	3.29E-01	-4.53E-01		
EW033_RS12675	3.04E-01	3.15E-01	2.95E-01	3.55E-01	3.35E-01	-4.40E-01		
EW033_RS12680	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS12685	3.57E-01	3.06E-02	3.08E-02	6.90E-01	3.11E-01	-5.78E-01		
EW033_RS12690	1.43E-01	4.78E-01	5.31E-01	2.80E-01	4.43E-01	-3.72E-01		
EW033_RS12695	1.43E-01	4.16E-01	3.68E-01	4.01E-01	4.42E-01	-3.89E-01		
EW033_RS12700	1.79E-01	3.96E-01	3.47E-01	3.83E-01	4.03E-01	-4.00E-01		
EW033_RS12710	1.43E-01	5.14E-01	4.48E-01	3.38E-01	4.43E-01	-3.80E-01		
EW033_RS12715	4.46E-01	7.48E-02	7.62E-02	5.50E-01	3.04E-01	-5.77E-01		
EW033_RS12720	3.57E-02	7.72E-01	8.38E-01	1.73E-01	8.39E-01	-3.38E-01		
EW033_RS12725	1.79E-01	8.98E-01	9.03E-01	4.96E-02	4.07E-01	-3.41E-01		
EW033_RS12730	7.14E-02	2.08E-02	1.96E-01	7.80E-01	5.95E-01	-3.88E-01		
EW033_RS12735	3.21E-01	2.39E-01	2.58E-01	3.77E-01	3.29E-01	-4.53E-01		
EW033_RS12740	1.07E-01	4.84E-01	4.05E-01	4.20E-01	5.00E-01	-3.77E-01		
EW033_RS12745	2.50E-01	3.04E-01	3.16E-01	3.60E-01	3.56E-01	-4.22E-01		
EW033_RS12750	3.57E-01	4.62E-01	4.36E-01	2.54E-01	3.23E-01	-4.23E-01		
EW033_RS12755	3.57E-01	4.22E-01	4.41E-01	2.51E-01	3.23E-01	-4.22E-01		
EW033_RS12760	2.86E-01	2.22E-01	2.06E-01	-4.35E-01	3.40E-01	-2.08E-01		
EW033_RS12765	3.57E-01	9.64E-02	1.02E-01	5.28E-01	3.17E-01	-5.20E-01		
EW033_RS12770	3.93E-01	8.41E-02	8.17E-02	5.50E-01	3.10E-01	-5.48E-01		
EW033_RS12780	1.79E-01	5.31E-01	5.53E-01	2.42E-01	4.05E-01	-3.75E-01		
EW033_RS12785	8.21E-01	1.63E-01	2.31E-01	4.86E-01	4.01E-01	-7.31E-01		
EW033_RS12795	3.57E-01	2.53E-01	2.63E-01	3.63E-01	3.21E-01	-4.62E-01		
EW033_RS12800	1.79E-01	2.38E-01	2.74E-01	4.44E-01	4.02E-01	-4.11E-01		
EW033_RS12805	2.32E-01	4.97E-01	5.24E-01	2.36E-01	3.67E-01	-3.87E-01		
EW033_RS12810	2.86E-01	5.95E-01	6.14E-01	1.74E-01	3.44E-01	-3.82E-01		
EW033_RS12815	5.18E-01	3.21E-02	3.26E-02	6.55E-01	2.99E-01	-6.71E-01		
EW033_RS12820	3.21E-01	2.94E-01	2.73E-01	-3.65E-01	3.30E-01	-2.14E-01		
EW033_RS12825	3.57E-02	7.72E-01	8.38E-01	1.73E-01	8.39E-01	-3.38E-01		
EW033_RS12830	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS12835	1.07E-01	9.99E-01	9.99E-01	8.00E-04	5.04E-01	-3.32E-01		
EW033_RS12840	2.86E-01	1.62E-01	1.32E-01	5.16E-01	3.38E-01	-4.79E-01		
EW033_RS12845	5.71E-01	3.20E-01	3.36E-01	3.03E-01	3.12E-01	-5.05E-01		
EW033_RS12850	1.79E-01	5.23E-01	5.80E-01	2.26E-01	4.05E-01	-3.72E-01		
EW033_RS12870	4.29E-01	8.57E-02	8.29E-02	5.41E-01	3.06E-01	-5.64E-01		
EW033_RS12875	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS12880	7.50E-01	5.22E-02	8.10E-02	6.22E-01	3.50E-01	-7.98E-01		
EW033_RS12885	7.50E-01	5.22E-02	8.10E-02	6.22E-01	3.50E-01	-7.98E-01		
EW033_RS12890	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS12895	1.43E-01	4.78E-01	5.31E-01	2.80E-01	4.43E-01	-3.72E-01		
EW033_RS12900	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS12905	7.68E-01	3.40E-02	5.53E-02	6.98E-01	3.56E-01	-8.68E-01		
EW033_RS12910	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS12915	1.07E-01	8.76E-01	8.82E-01	7.50E-02	5.03E-01	-3.40E-01		
EW033_RS12920	3.57E-02	7.72E-01	8.38E-01	1.73E-01	8.39E-01	-3.38E-01		
EW033_RS12925	3.57E-01	1.54E-01	1.76E-01	4.38E-01	3.19E-01	-4.88E-01		
EW033_RS12990	2.86E-01	2.01E-02	2.51E-02	7.58E-01	3.29E-01	-5.48E-01		
EW033_RS12995	7.50E-01	5.22E-02	8.10E-02	6.22E-01	3.50E-01	-7.98E-01		
EW033_RS13000	4.29E-01	4.67E-02	5.09E-02	6.06E-01	3.04E-01	-5.92E-01		
EW033_RS13005	2.14E-01	9.04E-01	9.10E-01	4.30E-02	3.79E-01	-3.41E-01		
EW033_RS13015	2.50E-01	5.80E-01	6.12E-01	1.83E-01	3.59E-01	-3.78E-01		
EW033_RS13020	4.29E-01	4.67E-02	5.09E-02	6.06E-01	3.04E-01	-5.92E-01		
EW033_RS13025	2.14E-01	4.61E-02	5.71E-02	7.13E-01	3.67E-01	-4.85E-01		
EW033_RS13035	3.04E-01	4.81E-01	5.22E-01	2.17E-01	3.37E-01	-3.98E-01		
EW033_RS13040	4.64E-01	9.42E-03	9.48E-03	7.89E-01	2.93E-01	-6.98E-01		
EW033_RS13045	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS13050	4.29E-01	4.83E-02	4.91E-02	6.11E-01	3.04E-01	-5.94E-01		
EW033_RS13055	3.93E-01	4.52E-02	4.80E-02	6.22E-01	3.07E-01	-5.76E-01		
EW033_RS13060	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS13065	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS13070	7.50E-01	5.22E-02	8.10E-02	6.22E-01	3.50E-01	-7.98E-01		
EW033_RS13075	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS13085	7.14E-02	1.09E-02	1.02E-01	9.81E-01	5.90E-01	-4.02E-01		
EW033_RS13090	1.43E-01	9.02E-01	9.12E-01	4.92E-02	4.45E-01	-3.39E-01		
EW033_RS13095	1.79E-01	1.71E-01	2.25E-01	4.92E-01	4.01E-01	-4.20E-01		
EW033_RS13100	5.71E-01	4.42E-02	4.51E-02	6.22E-01	3.03E-01	-6.87E-01		
EW033_RS13105	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS13110	3.21E-01	3.75E-02	3.67E-02	6.86E-01	3.20E-01	-5.52E-01		
EW033_RS13115	7.50E-01	5.22E-02	8.10E-02	6.22E-01	3.50E-01	-7.98E-01		
EW033_RS13120	5.36E-01	2.33E-02	2.32E-02	6.95E-01	2.98E-01	-7.04E-01		
EW033_RS13125	1.43E-01	4.57E-01	3.57E-01	4.10E-01	4.42E-01	-3.90E-01		
EW033_RS13135	5.71E-01	7.57E-01	7.62E-01	-9.58E-02	3.14E-01	-2.77E-01		
EW033_RS13140	7.50E-01	5.22E-02	8.10E-02	6.22E-01	3.50E-01	-7.98E-01		
EW033_RS13145	3.57E-01	8.18E-02	7.58E-02	5.71E-01	3.16E-01	-5.36E-01		
EW033_RS13150	7.14E-01	7.93E-02	9.85E-02	5.65E-01	3.36E-01	-7.35E-01		
EW033_RS13155	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS13160	3.21E-01	2.89E-01	3.12E-01	3.37E-01	3.30E-01	-4.40E-01		
EW033_RS13175	1.43E-01	4.78E-01	5.31E-01	2.80E-01	4.43E-01	-3.72E-01		
EW033_RS13180	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS13185	4.64E-01	9.42E-03	9.48E-03	7.89E-01	2.93E-01	-6.98E-01		
EW033_RS13190	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS13195	4.64E-01	9.42E-03	9.48E-03	7.89E-01	2.93E-01	-6.98E-01		
EW033_RS13200	4.29E-01	2.60E-02	2.54E-02	6.91E-01	3.00E-01	-6.28E-01		
EW033_RS13205	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS13210	3.93E-01	1.47E-01	1.49E-01	4.58E-01	3.13E-01	-5.12E-01		
EW033_RS13215	4.29E-01	4.83E-02	4.91E-02	6.11E-01	3.04E-01	-5.94E-01		
EW033_RS13220	3.04E-01	1.49E-01	1.74E-01	4.59E-01	3.33E-01	-4.71E-01		
EW033_RS13225	1.61E-01	4.07E-01	3.91E-01	3.64E-01	4.21E-01	-3.90E-01		
EW033_RS13265	1.07E-01	9.99E-01	9.99E-01	8.00E-04	5.04E-01	-3.32E-01		
EW033_RS13270	4.29E-01	8.57E-02	8.29E-02	5.41E-01	3.06E-01	-5.64E-01		
EW033_RS13275	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS13280	4.64E-01	1.52E-01	1.54E-01	4.43E-01	3.06E-01	-5.38E-01		
EW033_RS13285	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS13295	7.50E-01	5.22E-02	8.10E-02	6.22E-01	3.50E-01	-7.98E-01		
EW033_RS13320	3.57E-02	2.83E-01	3.95E-01	7.15E-01	8.34E-01	-3.57E-01		
EW033_RS13325	7.50E-01	5.22E-02	8.10E-02	6.22E-01	3.50E-01	-7.98E-01		
EW033_RS13345	1.43E-01	5.61E-02	3.34E-02	9.31E-01	4.27E-01	-4.65E-01		
EW033_RS13350	7.14E-02	9.80E-01	9.76E-01	1.84E-02	6.05E-01	-3.33E-01		
EW033_RS13370	3.57E-02	3.34E-01	3.97E-01	-7.12E-01	8.34E-01	-3.06E-01		
EW033_RS13375	7.14E-02	5.77E-01	4.73E-01	4.35E-01	6.02E-01	-3.63E-01		
EW033_RS13395	2.50E-01	2.65E-01	2.29E-01	-4.32E-01	3.55E-01	-2.24E-01		
EW033_RS13400	1.25E-01	7.33E-01	7.38E-01	-1.58E-01	4.70E-01	-3.12E-01		
EW033_RS13420	1.61E-01	2.94E-01	3.37E-01	4.07E-01	4.20E-01	-3.97E-01		
EW033_RS13425	7.14E-02	1.09E-02	1.02E-01	9.81E-01	5.90E-01	-4.02E-01		
EW033_RS13435	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS13440	7.14E-02	9.80E-01	9.76E-01	1.84E-02	6.05E-01	-3.33E-01		
EW033_RS13445	6.61E-01	3.28E-01	3.14E-01	3.31E-01	3.26E-01	-5.51E-01		
EW033_RS13450	7.14E-02	3.45E-01	2.32E-01	7.21E-01	5.97E-01	-3.83E-01		
EW033_RS13455	3.21E-01	1.37E-01	1.70E-01	4.56E-01	3.28E-01	-4.78E-01		
EW033_RS13460	7.14E-02	7.16E-01	7.17E-01	2.20E-01	6.04E-01	-3.48E-01		
EW033_RS13465	3.93E-01	4.19E-02	4.98E-02	6.17E-01	3.08E-01	-5.74E-01		
EW033_RS13470	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS13475	4.29E-01	4.67E-02	5.09E-02	6.06E-01	3.04E-01	-5.92E-01		
EW033_RS13480	1.43E-01	6.02E-01	5.89E-01	2.41E-01	4.44E-01	-3.66E-01		
EW033_RS13485	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS13490	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS13495	3.57E-01	1.54E-01	1.76E-01	4.38E-01	3.19E-01	-4.88E-01		
EW033_RS13500	2.14E-01	5.61E-01	5.92E-01	2.04E-01	3.79E-01	-3.76E-01		
EW033_RS13505	2.86E-01	3.52E-02	4.43E-02	6.84E-01	3.32E-01	-5.27E-01		
EW033_RS13515	1.07E-01	9.99E-01	9.99E-01	8.00E-04	5.04E-01	-3.32E-01		
EW033_RS13520	4.64E-01	9.42E-03	9.48E-03	7.89E-01	2.93E-01	-6.98E-01		
EW033_RS13540	2.50E-01	5.80E-01	6.12E-01	1.83E-01	3.59E-01	-3.78E-01		
EW033_RS13545	3.21E-01	1.07E-01	1.14E-01	5.24E-01	3.26E-01	-5.00E-01		
EW033_RS13550	1.43E-01	4.78E-01	5.31E-01	2.80E-01	4.43E-01	-3.72E-01		
EW033_RS13555	3.57E-01	1.01E-01	9.06E-02	5.45E-01	3.16E-01	-5.27E-01		
EW033_RS13560	4.64E-01	9.42E-03	9.48E-03	7.89E-01	2.93E-01	-6.98E-01		
EW033_RS13565	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS13570	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS13575	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS13580	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS13585	3.57E-01	6.96E-03	6.80E-03	8.54E-01	3.04E-01	-6.37E-01		
EW033_RS13590	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS13595	7.50E-01	5.22E-02	8.10E-02	6.22E-01	3.50E-01	-7.98E-01		
EW033_RS13600	3.21E-01	2.39E-01	2.58E-01	3.77E-01	3.29E-01	-4.53E-01		
EW033_RS13605	3.57E-01	2.53E-01	2.63E-01	3.63E-01	3.21E-01	-4.62E-01		
EW033_RS13610	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS13615	3.21E-01	1.37E-01	1.70E-01	4.56E-01	3.28E-01	-4.78E-01		
EW033_RS13620	1.07E-01	2.98E-02	1.38E-01	7.42E-01	4.93E-01	-4.11E-01		
EW033_RS13625	6.07E-01	7.99E-01	7.96E-01	8.27E-02	3.19E-01	-3.82E-01		
EW033_RS13630	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS13635	3.57E-02	7.72E-01	8.38E-01	1.73E-01	8.39E-01	-3.38E-01		
EW033_RS13640	3.57E-01	9.68E-02	9.38E-02	5.40E-01	3.17E-01	-5.25E-01		
EW033_RS13645	2.32E-01	6.82E-01	7.01E-01	-1.42E-01	3.68E-01	-2.99E-01		
EW033_RS13655	3.93E-01	8.41E-02	8.17E-02	5.50E-01	3.10E-01	-5.48E-01		
EW033_RS13660	1.43E-01	5.27E-02	8.36E-02	7.63E-01	4.33E-01	-4.41E-01		
EW033_RS13665	3.57E-02	9.83E-01	9.66E-01	3.63E-02	8.39E-01	-3.33E-01		
EW033_RS13680	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS13685	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS13690	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS13695	2.14E-01	1.68E-01	1.44E-01	5.51E-01	3.72E-01	-4.50E-01		
EW033_RS13700	3.21E-01	2.52E-01	2.51E-01	3.82E-01	3.29E-01	-4.55E-01		
EW033_RS13705	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS13710	2.50E-01	5.80E-01	6.12E-01	1.83E-01	3.59E-01	-3.78E-01		
EW033_RS13715	4.82E-01	3.25E-02	3.28E-02	6.54E-01	2.99E-01	-6.47E-01		
EW033_RS13720	7.50E-01	5.22E-02	8.10E-02	6.22E-01	3.50E-01	-7.98E-01		
EW033_RS13725	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS13730	3.93E-01	4.19E-02	4.98E-02	6.17E-01	3.08E-01	-5.74E-01		
EW033_RS13735	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS13740	3.21E-01	1.37E-01	1.70E-01	4.56E-01	3.28E-01	-4.78E-01		
EW033_RS13750	2.50E-01	5.80E-01	6.12E-01	1.83E-01	3.59E-01	-3.78E-01		
EW033_RS13755	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS13760	1.79E-01	5.23E-01	5.80E-01	2.26E-01	4.05E-01	-3.72E-01		
EW033_RS13765	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS13770	7.14E-02	9.80E-01	9.76E-01	1.84E-02	6.05E-01	-3.33E-01		
EW033_RS13780	3.21E-01	1.37E-01	1.70E-01	4.56E-01	3.28E-01	-4.78E-01		
EW033_RS13795	3.04E-01	4.74E-01	5.00E-01	2.29E-01	3.37E-01	-4.01E-01		
EW033_RS13800	4.64E-01	9.42E-03	9.48E-03	7.89E-01	2.93E-01	-6.98E-01		
EW033_RS13805	1.07E-01	9.65E-01	9.59E-01	2.58E-02	5.04E-01	-3.35E-01		
EW033_RS13810	2.68E-01	7.81E-01	7.86E-01	9.59E-02	3.51E-01	-3.58E-01		
EW033_RS13815	3.57E-01	3.30E-01	3.23E-01	-3.21E-01	3.22E-01	-2.17E-01		
EW033_RS13820	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS13825	7.14E-02	9.80E-01	9.76E-01	1.84E-02	6.05E-01	-3.33E-01		
EW033_RS13830	6.07E-01	4.99E-02	6.55E-02	5.81E-01	3.09E-01	-6.85E-01		
EW033_RS13835	5.18E-01	1.89E-02	1.90E-02	7.16E-01	2.96E-01	-7.03E-01		
EW033_RS13840	1.07E-01	4.34E-01	4.78E-01	3.58E-01	5.01E-01	-3.70E-01		
EW033_RS13845	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS13850	5.00E-01	2.46E-02	2.46E-02	6.87E-01	2.97E-01	-6.75E-01		
EW033_RS13855	3.21E-01	2.39E-01	2.58E-01	3.77E-01	3.29E-01	-4.53E-01		
EW033_RS13860	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS13865	4.29E-01	8.57E-02	8.29E-02	5.41E-01	3.06E-01	-5.64E-01		
EW033_RS13870	5.36E-02	6.27E-01	6.61E-01	-3.05E-01	6.90E-01	-3.16E-01		
EW033_RS13875	1.43E-01	8.78E-01	8.78E-01	6.88E-02	4.45E-01	-3.42E-01		
EW033_RS13885	5.18E-01	5.10E-03	5.11E-03	8.45E-01	2.90E-01	-7.70E-01		
EW033_RS13890	3.21E-01	1.37E-01	1.70E-01	4.56E-01	3.28E-01	-4.78E-01		
EW033_RS13895	2.50E-01	5.80E-01	6.12E-01	1.83E-01	3.59E-01	-3.78E-01		
EW033_RS13900	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS13905	3.57E-01	8.18E-02	7.58E-02	5.71E-01	3.16E-01	-5.36E-01		
EW033_RS13910	2.14E-01	2.10E-01	1.91E-01	4.94E-01	3.74E-01	-4.38E-01		
EW033_RS13915	3.57E-02	2.16E-01	3.49E-01	7.86E-01	8.32E-01	-3.60E-01		
EW033_RS13920	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS13925	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS13930	4.29E-01	4.67E-02	5.09E-02	6.06E-01	3.04E-01	-5.92E-01		
EW033_RS13935	5.71E-01	8.14E-01	8.11E-01	7.54E-02	3.15E-01	-3.75E-01		
EW033_RS13940	3.93E-01	8.41E-02	8.17E-02	5.50E-01	3.10E-01	-5.48E-01		
EW033_RS13945	2.32E-01	3.92E-01	3.86E-01	3.20E-01	3.66E-01	-4.06E-01		
EW033_RS13950	7.50E-01	5.22E-02	8.10E-02	6.22E-01	3.50E-01	-7.98E-01		
EW033_RS13955	7.50E-01	5.22E-02	8.10E-02	6.22E-01	3.50E-01	-7.98E-01		
EW033_RS13960	5.00E-01	9.19E-03	9.19E-03	7.90E-01	2.92E-01	-7.27E-01		
EW033_RS13965	2.50E-01	4.88E-03	3.73E-03	1.01E+00	3.32E-01	-5.84E-01		
EW033_RS13970	3.21E-01	2.97E-01	2.79E-01	3.60E-01	3.30E-01	-4.48E-01		
EW033_RS13975	5.18E-01	1.88E-01	1.89E-01	4.08E-01	3.07E-01	-5.43E-01		
EW033_RS13980	7.86E-01	7.88E-02	1.11E-01	6.01E-01	3.71E-01	-8.04E-01		
EW033_RS13985	4.29E-01	8.57E-02	8.29E-02	5.41E-01	3.06E-01	-5.64E-01		
EW033_RS13990	3.21E-01	2.39E-01	2.58E-01	3.77E-01	3.29E-01	-4.53E-01		
EW033_RS13995	3.21E-01	2.52E-01	2.51E-01	3.82E-01	3.29E-01	-4.55E-01		
